indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,88.67,140.95,112.05,174.81,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,183,186.02,158.5,216.74,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,17.67,121.18,69.07,195.65,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,142,159.31,133.16,188.94,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,13.33,83.33,43.62,143.25,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,151.33,161.9,136.35,190.73,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,384.33,183.9,164.82,204.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,97.33,162.06,130.28,199.01,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,222,163.81,141.98,187.92,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,174.67,114,96.98,133.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,105.33,142.75,115.74,173.98,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,462.33,160.87,145.9,176.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,207,186.04,159.56,215.41,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,145.33,228.81,191.22,271.32,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,189,207.84,176.26,243.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Angus,S12000041,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,121,142.88,117.14,172.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dundee City,S12000042,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,200.33,194.27,166.91,224.65,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Dunbartonshire,S12000045,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,92.67,118.25,94.19,146.33,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Fife,S12000047,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,400,161.69,145.36,179.27,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Perth & Kinross,S12000048,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,154.67,143.81,121.26,169.23,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Glasgow City,S12000049,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,1009,280.44,262.35,299.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Lanarkshire,S12000050,Council area,2005,2004/05 to 2006/07 financial years; 3-year aggregates,437.33,220.02,198.11,243.54,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scotland,S00000001,Scotland,2006,2005/06 to 2007/08 financial years; 3-year aggregates,6362.33,178.89,174.3,183.56,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Ayrshire & Arran,S08000015,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,553,198.69,181.74,216.76,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Borders,S08000016,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,139.67,152.23,127.17,180.64,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Dumfries & Galloway,S08000017,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,203,163.09,140.33,188.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Forth Valley,S08000019,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,363.33,192.31,171.96,214.31,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Grampian,S08000020,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,495.67,137.37,124.99,150.6,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Highland,S08000022,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,316.33,135.42,120.13,152.04,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lothian,S08000024,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,873.33,174.77,162.77,187.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Orkney,S08000025,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,21.67,137.17,84.04,210.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Shetland,S08000026,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,14.67,103.07,53.86,175.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Western Isles,S08000028,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,33.67,162.19,109.42,230.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Fife,S08000029,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,414.33,165.45,149,183.14,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Tayside,S08000030,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,467,154.65,140.39,169.93,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Greater Glasgow & Clyde,S08000031,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,1657,219.83,208.85,231.21,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,NHS Lanarkshire,S08000032,Health board,2006,2005/06 to 2007/08 financial years; 3-year aggregates,809.67,196.29,182.05,211.3,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Clackmannanshire,S12000005,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,64.67,206.07,156.73,265.44,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Dumfries & Galloway,S12000006,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,203,163.09,140.33,188.35,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Ayrshire,S12000008,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,197.67,236.15,202.66,273.37,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Lothian,S12000010,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,104.33,152.66,123.67,186.19,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,East Renfrewshire,S12000011,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,73,113.79,87.25,145.39,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Na h-Eileanan Siar,S12000013,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,33.67,162.19,109.42,230.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Falkirk,S12000014,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,203,211.46,181.26,244.97,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Highland,S12000017,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,219.33,138.82,119.98,159.65,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Inverclyde,S12000018,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,122,197.12,162.42,236.83,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Midlothian,S12000019,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,113.67,214.82,174.1,261.63,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Moray,S12000020,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,97.67,149.76,120.5,183.77,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,North Ayrshire,S12000021,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,192.67,193.19,165.26,224.28,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Orkney Islands,S12000023,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,21.67,137.17,84.04,210.47,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Scottish Borders,S12000026,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,139.67,152.23,127.17,180.64,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Shetland Islands,S12000027,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,14.67,103.07,53.86,175.9,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Ayrshire,S12000028,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,162.67,171.96,145.83,201.31,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,South Lanarkshire,S12000029,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,381.67,179.97,161.26,200.16,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Stirling,S12000030,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,95.67,154.74,124.23,190.27,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeen City,S12000033,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,222.67,163.91,141.95,188.15,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Aberdeenshire,S12000034,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,175.33,110.29,93.88,128.65,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Argyll & Bute,S12000035,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,97,128.53,103.21,157.97,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,City of Edinburgh,S12000036,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,460,160.95,145.92,177.06,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,Renfrewshire,S12000038,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,207,180.32,155.07,208.33,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Dunbartonshire,S12000039,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,145.67,224.59,188.46,265.45,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
Chronic obstructive pulmonary disease (COPD) incidence,West Lothian,S12000040,Council area,2006,2005/06 to 2007/08 financial years; 3-year aggregates,195.33,214.05,181.67,250.07,"Age-sex standardised rate per 100,000",Public Health Scotland (SMR01)
